"cmsb_ruls_link","cmsb_ruls_date_date","cmsb_ruls_date_user","cmsb_ruls_date_comments"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 1, 2019 12:53 PM","Ngo Jeechin","Long term it may rise to 3.50"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 1, 2019 7:06 PM","deto79","End of March can reach 4.2..oh yeahhh"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 4, 2019 9:27 AM","zhouxingxing","thanks @ngo. 3.5 probably. 4.2 too far la"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 4, 2019 10:05 AM","KAQ4468","waaaaa
4.2 ka ???
champion la lu"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 4, 2019 4:33 PM","Ngo Jeechin","R1 will be 3.25, when it jump over 3.25 it may go above 3.30."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 5, 2019 8:36 AM","zhouxingxing","http://www.bernama.com/bm/news.php?id=1701207
cmsb and cccc partnering to bid the coastal project."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 5, 2019 8:39 AM","lailaiaa","cccc??? china contractor again? ..... just sell and run"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 5, 2019 9:49 AM","zhouxingxing","cccc is a reputable contractor la. they do things fast and efficient. thats why binapuri not selected as partner. regardless of who won the project (5b split into 11 packages coastal project), they need buy the materials from cmsb also. its a win win anyway."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 5, 2019 12:35 PM","thequalityguy","@Ngo Jeechin,
But not much movement today..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 5, 2019 2:17 PM","Ngo Jeechin","It can maintain at >3.10 is a uptrend signal"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 5, 2019 5:09 PM","zhouxingxing","3m shares traded today"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 5, 2019 9:34 PM","Harold Huong","JV 70% CMSB, 30% CCCC"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 5, 2019 9:35 PM","Harold Huong","Relax bah kamu orang, minum kopi dulu"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 7, 2019 8:56 AM","Ngo Jeechin","no show"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 7, 2019 8:57 AM","zhouxingxing","bekir cashing out again. for the divorce money?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 7, 2019 8:58 AM","zhouxingxing","3.15 can in?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 7, 2019 10:51 AM","Ngo Jeechin","It prices will be goes up depend on the announcement of Sarawak coastal road network tender"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 7, 2019 11:25 AM","clss17","vroom vroom~~~"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 7, 2019 3:22 PM","zhouxingxing","a lot construction counters going up now. due to ecrl speculations... hopefully coastal news come out soon. when is it out?/expected to come out?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 7, 2019 4:51 PM","Ngo Jeechin","3.18"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 7, 2019 4:53 PM","zhouxingxing","moving slowly.. hopefully 3.5 3.6 by may"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 8, 2019 4:52 PM","Ngo Jeechin","closed at 3.18"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 11, 2019 9:19 AM","zhouxingxing","3.25"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 11, 2019 9:42 AM","zhouxingxing","got shark?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 11, 2019 9:44 AM","Ngo Jeechin","3.41"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 11, 2019 9:52 AM","Ngo Jeechin","Zhouxingxing, I sold some lots"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 11, 2019 9:56 AM","zhouxingxing","wa.. can share how many u holding ah? hopefully they got the coastal project. partnering w cccc should be winnable... any idea when we get the results?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 11, 2019 10:51 AM","Ngo Jeechin","I still hold 5 lots awaiting 3.50"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 11, 2019 11:30 AM","zhouxingxing","3.3... no power ki"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 11, 2019 12:27 PM","Ngo Jeechin","if can hold at 3.25 is good"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 11, 2019 2:19 PM","zhouxingxing","wonder who pump it to 3.4 earlier"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 11, 2019 5:17 PM","zhouxingxing","closed 3.26"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 11, 2019 5:28 PM","deto79","3.26 sudahhhh...hopefully good news end of March or early April."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 12, 2019 8:39 AM","zhouxingxing","lol wad good news share here la. good good together haha"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=78","Mar 12, 2019 9:22 AM","demi1278","yea share here pls"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 12, 2019 1:37 PM","zhouxingxing","3.35"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 12, 2019 2:47 PM","Ai85","Stay above 3.3"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 12, 2019 2:51 PM","Ngo Jeechin","3.28 t0 3.38"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 12, 2019 3:03 PM","zhouxingxing","volume not high tho."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 12, 2019 3:11 PM","Ai85","Keep moving steadily"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 8:50 AM","zhouxingxing","gogogo"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 9:32 AM","Ngo Jeechin","no v-power, ho to go, it may U turn!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 9:54 AM","demi1278","company share buy back at 3.33 yesterday, don worry."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 10:30 AM","Ngo Jeechin","when the price was at 3.15 and went up to 3.40 with 3 consecutive day, now its time to go down to 3.25, i guess"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 10:50 AM","zhouxingxing","no volume 1. mid march liao. hopefully got coastal good news.."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 12:37 PM","Ai85","Dont worry. Sarawak Coastal & second trunk road project will strengthen CMSB"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 12:48 PM","Ngo Jeechin","play same time and same pattern"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 12:54 PM","Ngo Jeechin","If it can stay above 3.30, then good uptrend signal"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 1:02 PM","deto79","Wait till end March or early April for new project announcement. Maybe reaching 4.0 to 4.2."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 2:07 PM","zhouxingxing","end of march baru announce is it?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 3:24 PM","zhouxingxing","naim brother up 17% today.. 1.06"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 4:26 PM","Jack888","希望明天会更好!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 5:33 PM","zhouxingxing","3.4 closing today"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 6:37 PM","zhouxingxing","https://www.klsescreener.com/v2/news/view/502208"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 6:42 PM","witchjaz","https://www.thestar.com.my/business/business-news/2019/03/13/sarawak-a..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 6:42 PM","witchjaz","Sarawak awards RM466mil Bintulu bridge job to CMSB, CCCC"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 7:31 PM","sleang","Congrats cms!"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 7:31 PM","freddiehero","wan fly liao"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 9:07 PM","zhouxingxing","wait coastal if got shud be another 600m?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 10:38 PM","deto79","Will be more coming soon... not cms airline yahh.. hahaha"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 13, 2019 10:44 PM","Ngo Jeechin","2nd wave 3.50 coming"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 14, 2019 8:40 AM","zhouxingxing","3.6 lai lai"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 14, 2019 9:19 AM","shareking1","砂拉越概念股都起了，dayang, naim, perdana, zecon, scable, trc, kkb, hsl , cmsb"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 14, 2019 10:35 AM","zhouxingxing","zecon naim perdana kkb all fly. cmsb got contract haven start engine yet"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 14, 2019 11:14 AM","Ngo Jeechin","selling begin, see yrself"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 14, 2019 11:50 AM","zhouxingxing","wait afternoon show."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 14, 2019 12:18 PM","Ngo Jeechin","selling >1000 lots at 3.41"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 15, 2019 8:33 AM","zhouxingxing","strong support? TP 4.13 now?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 15, 2019 11:00 AM","Ngo Jeechin","no show"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 15, 2019 11:04 AM","zhouxingxing","friday rest hahaha. all busy go naim counter"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 18, 2019 10:24 AM","zhouxingxing","slping"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 19, 2019 8:20 AM","Jack888","Uptrend signal...buy and wait for the coming dividend."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 19, 2019 8:43 AM","Ngo Jeechin","Awaiting the announcement date of coastal highway"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 19, 2019 12:22 PM","KAQ4468","wowwwwww
3.3"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 19, 2019 12:22 PM","KAQ4468","sudah sampai hadyai ka ??"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 19, 2019 2:48 PM","Ngo Jeechin","4.35pm, awaiting a show"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 19, 2019 2:49 PM","KAQ4468","what show ???"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 19, 2019 3:54 PM","Ngo Jeechin","its price got support at 3.33"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 19, 2019 4:01 PM","zhouxingxing","think wil buy back til 3.39?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 19, 2019 4:12 PM","Ai85","CAHYA MATA SARAWAK BHD buyback 65,000 shares from 3.370 to 3.390 on 18-Mar-2019"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 19, 2019 4:16 PM","Ngo Jeechin","I hope at the end of month it can break 3.50"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 19, 2019 4:33 PM","Ngo Jeechin","A rebound at 3.38, now"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 20, 2019 2:37 PM","Ngo Jeechin","They had made profit thus sold some."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 20, 2019 4:31 PM","zhouxingxing","lol like that also can politic. why didnt u mentioned that this same director has been collected a lot since ph becomes govt? min 10m? disposed 1.5 got wad impact"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=79","Mar 20, 2019 6:04 PM","zhouxingxing","fuhhh 3.3"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 20, 2019 6:18 PM","Ngo Jeechin","If it can sustain 3.30 is ok, I afraid it may go down to 3.00"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 21, 2019 12:24 PM","Ngo Jeechin","its wave rose to 3.44 and fall to 3.32"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 21, 2019 3:05 PM","zhouxingxing","3.35. going yoyo full swing again."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 21, 2019 6:31 PM","sharkcoming","been collected since 3.00, confident it can go up to 3.6 with more n more projects coming
3.6 or higher?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 21, 2019 6:49 PM","zhouxingxing","can go higher... just the market sentiment. wait for the coastal project announcement if any... going up steadily but slowly"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 21, 2019 8:32 PM","johnny cash","Guys just like to ask, which research house has given the highest target price for this counter cmsb,?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 21, 2019 9:26 PM","sharkcoming","thank you Zhou xing xing, because I am considering to average up"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 22, 2019 9:10 AM","Ngo Jeechin","My target are 1. 3.50. 2==3.80, by the end of year it may rise to 4.00"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 22, 2019 10:52 AM","Ngo Jeechin","Today, can sustain at 3.30 is good"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 25, 2019 4:33 PM","Ai85","Keep dropping"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 26, 2019 4:30 PM","zhouxingxing","no gas this week"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 26, 2019 4:53 PM","Ngo Jeechin","3.35 up"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 26, 2019 5:07 PM","Ai85","Yeah"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 26, 2019 5:23 PM","Ai85","CMSB keep buying back"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 26, 2019 11:41 PM","Harold Huong","Good to sustain above 3.2
Should be able to move higher"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 27, 2019 10:56 AM","Ngo Jeechin","can sustain at 3.30"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 28, 2019 8:59 AM","zhouxingxing","slowly up... but volume not as huge as naim so far... naim macam kena goreng"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 28, 2019 9:41 AM","Ngo Jeechin","Dato Sri Sulaiman bought back 105K on 27/03"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 28, 2019 11:44 AM","Ngo Jeechin","the wave from 3.30 t0 3.38"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 28, 2019 2:29 PM","Jack888","uptrend....buy more."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 29, 2019 3:26 PM","Ngo Jeechin","can sustain at 3.30 ???"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 29, 2019 5:11 PM","zhouxingxing","not bad ended the wweek above 3.3. strong support?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Mar 30, 2019 10:03 AM","Ngo Jeechin","big boss blocked at 3.40"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Apr 1, 2019 11:51 AM","zhouxingxing","dividend announced. audited reported v good. waiting for market response. 3.5 pls"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Apr 1, 2019 12:18 PM","zhouxingxing","3.41"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Apr 1, 2019 1:43 PM","Ngo Jeechin","3 time touched 3.44 and retreat"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Apr 1, 2019 1:50 PM","Ngo Jeechin","3.44 at 15/03, 21/03 and 01/04, retreated to 3.24 at 26/03"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Apr 1, 2019 4:26 PM","Jack888","Uptrend...continue..."
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Apr 1, 2019 4:28 PM","zhouxingxing","3.47.. was at 3.52... close at 3.45 above pls... market so red for klse today despite the rest index being green"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Apr 1, 2019 4:39 PM","Ngo Jeechin","pandai pandai cari makan"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Apr 1, 2019 8:02 PM","Ngo Jeechin","It had touched 3.50 , can it goes up further 3.60 or go down, or awaiting the announcement of coastal highway ???"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Apr 2, 2019 8:33 AM","zhouxingxing","not sure why tho. seems like uptrend for me until at least the dividend date. coastal project no news from the govt so far"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Apr 2, 2019 9:32 AM","Ngo Jeechin","Now 3.46, start at 3.45 to 3.49, it may go down to 3.40"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Apr 2, 2019 10:02 AM","novice77","what is the dividend date?"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Apr 2, 2019 10:27 AM","Ngo Jeechin","x-date may 13, entitlement on may 15"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Apr 2, 2019 11:25 AM","novice77","thanks"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Apr 3, 2019 9:10 AM","Ngo Jeechin","it may go up to 3.50"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Apr 3, 2019 9:38 AM","Kimly2","Blind people also know to answer it....
of course it will, 8 cents only
Posted by VenFx > Apr 3, 2019 9:14 AM | Report Abuse
Yess, it certainly will"
"https://klse.i3investor.com/servlets/forum/800000495.jsp?ftp=80","Apr 3, 2019 3:49 PM","Ngo Jeechin","can sustain 3.40 at the end of the day"
